tid,rpid,code,name,time,type,content
232431537,8113836418,szzs,上证指数,2015-12-17 09:20:22,reply,哇啊哦～～必须相当激动谢谢师傅！爱就爱到底[献花][胜利][献花][鼓掌]
631293787,,szzs,上证指数,2017-04-20 14:29:23,title,我真的不喜欢这个世界！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
769167763,8708897927,szzs,上证指数,2018-06-27 17:19:37,reply,你编笑话
203575588,8003733520,szzs,上证指数,2015-09-22 13:06:46,reply,002009发力上攻
267224545,,szzs,上证指数,2016-03-07 13:50:24,title,早上开盘做多的那几个大机构，现在已经在做空了，证监会不查吗？
254067013,8139555758,szzs,上证指数,2016-02-09 19:44:13,reply,"作为民族歌剧经典《红珊瑚》在上世纪60年代首演后,受到各界好评。剧中人物唱段更是经典甚多。其中海家女珊妹的咏叹调《海风阵阵愁煞人》经过几代艺术家的精雕细琢堪称一首民族唱法咏叹调的经典佳作。"
160798671,7800052166,szzs,上证指数,2015-04-25 18:30:36,reply,楼主水平有限，鉴定完毕。
180823075,7882678190,szzs,上证指数,2015-06-27 20:14:36,reply,砸光再融券，继续
225426745,8099979486,szzs,上证指数,2015-11-27 07:20:22,reply,首先说下我仓位：1/5。趋势没变。如果你的仓位亏损了不要着急补仓，持仓观望。
210132432,8020030421,szzs,上证指数,2015-11-03 19:23:08,reply,老师。。。
268962908,8154301462,szzs,上证指数,2016-03-12 21:50:31,reply,你想多了
527447222,,szzs,上证指数,2016-08-12 14:21:50,content,2；30分；法定跳水时间 2；30分；法定跳水时间，peng'tong
230575921,8444917180,szzs,上证指数,2017-06-01 12:03:16,reply,水井坊有重新崛起的迹象，该股已连续4天在多头生命线上运行！！！
205722275,8008963135,szzs,上证指数,2015-10-09 14:06:48,reply,[赞][赞][赞]
767846067,,399001,深证成指,2018-06-21 11:36:10,content,敬上午牺牲的兄弟们！ 敬上午牺牲的兄弟们！
534514664,8393883332,szzs,上证指数,2017-02-21 22:20:42,reply,[牛][牛][牛]
648704406,8459215219,szzs,上证指数,2017-06-28 18:09:23,reply,不肯销户了，这货胃口大，真跟小敏双胞胎似的。[大笑][大笑][大笑]
196629582,,szzs,上证指数,2015-08-20 22:31:48,title,正确认识股市的涨与跌
701223570,8498822729,szzs,上证指数,2017-09-12 18:50:53,reply,或四大行持有长期投资永不亏。
233467218,8129893381,szzs,上证指数,2016-01-18 00:13:52,reply,恩，仓位太重，股票多的，明天得精简了，2只股最多，然后仓位轻，陪它玩下去。。。我上星期三就做了一次漂亮的T，以前都是全仓进全仓出，好死板，现在玩波段，做T，可能还好些。。。
153818600,,szzs,上证指数,2015-03-24 09:37:15,title,千金难买牛回头！快买！
401940543,8221526828,szzs,上证指数,2016-06-07 10:52:07,reply,西毒欧阳锋: 奶奶的 西毒欧阳锋: 都无心恋战 西毒欧阳锋: 都在忙着包粽子呢 我: 趋势明摆着，，谁都不愿进去当替死鬼。。。
550637266,8299493156,szzs,上证指数,2016-09-12 14:36:07,reply,银行股在放量下跌
181486893,,szzs,上证指数,2015-06-30 11:56:57,title,预言贴 黑色星期四
615965776,8414826251,szzs,上证指数,2017-04-03 03:31:21,reply,蛊民賤二 你妈就是个老烂B
201168381,,szzs,上证指数,2015-09-09 13:17:22,content,从来没有什么蹋空者，有的都是套牢哭爹喊娘者。所以说什么蹋空都是它良的一派胡言。 从来没有什么蹋空者，有的都是套牢哭爹喊娘者。所以说什么蹋空都是它良的一派胡言。
383876823,,szzs,上证指数,2016-05-10 14:16:24,title,快點拉超過50點 翻盘开始
271704374,8159223015,szzs,上证指数,2016-03-21 09:50:54,reply,曰口
202235597,7999392209,szzs,上证指数,2015-09-15 19:28:14,reply,不管真假，开盘买入就是赚
242000234,,szzs,上证指数,2016-01-13 14:45:40,content,3000点一破…看到2000点 3000点一破…看到2000点
260383329,8144245555,szzs,上证指数,2016-02-24 13:29:46,reply,[献花]
782295543,8728006836,szzs,上证指数,2018-09-10 12:44:31,reply,1500以下见！
738788171,,szzs,上证指数,2017-12-26 22:29:00,content,几天没看，以为股票在涨，谁知一对比价格，竟然只只下跌的，最近怎么了？大跌过么？看 几天没看，以为股票在涨，谁知一对比价格，竟然只只下跌的，最近怎么了？大跌过么？看指数蛮好啊？
198431252,7979773320,szzs,上证指数,2015-08-27 11:58:00,reply,抄袭别人的文章内容太多，你只能算作是个卖力转发者。
723430712,8623292832,szzs,上证指数,2017-10-30 12:51:49,reply,这个市场股民幸福指数基本为0。
542270750,8281292309,szzs,上证指数,2016-08-25 19:44:29,reply,这次别错过先
184323232,,szzs,上证指数,2015-07-08 10:58:57,title,"证监会难道不查不出到底是谁在做空A股么?!那么大的背成千上万手的卖单砸盘,会是中"
746030591,,szzs,上证指数,2018-02-09 12:17:37,content,3587以来本波今日完美第8低出现[大笑][大笑][大笑] 3587以来本波今日完美第8低出现[大笑][大笑][大笑]
236826060,8119548836,szzs,上证指数,2015-12-28 22:28:48,reply,[献花][献花][献花][献花]
428725019,,szzs,上证指数,2016-06-28 14:25:01,content,今天晚上又要出消息，证监会又有9 家过会了 今天晚上又要出消息，证监会又有9 家过会了
184155693,7899934464,szzs,上证指数,2015-07-08 15:12:39,reply,还好没有千股跌停，因为不数量不够了 今天救创板路子是对的
290124197,8164267385,szzs,上证指数,2016-03-28 15:53:14,reply,欢迎来访
767870305,,szzs,上证指数,2018-06-21 13:12:44,title,2832见了
436767197,,szzs,上证指数,2016-07-04 10:26:33,content,无量拉升就是刷留盲 无量拉升就是刷留盲
394218994,,szzs,上证指数,2016-05-18 11:06:31,content,要四[拜神][拜神][拜神][拜神][拜神] 要四[拜神][拜神][拜神][拜神][拜神]
246325590,8135491386,szzs,上证指数,2016-01-28 15:24:35,reply,辛苦了，支持[献花][献花][献花][献花][献花][爱心][爱心][爱心][爱心][爱心]
192615352,,szzs,上证指数,2015-08-05 03:34:21,content,救市，救谁？ 救泡沫？救赌徒？
147595451,,szzs,上证指数,2015-02-09 10:26:12,content,反贪是手段，经济发展是目的。 反贪是手段，经济发展是目的。反贪是为了经济更好地发展，而不是经济发展为反贪让路，请不要本末倒置。现在的股市就有点本末倒置，被搞得乌烟瘴气的
333405669,8183666653,szzs,上证指数,2016-04-23 09:20:05,reply,嗯，好好放松。周一周二都是跌，不用纠结的。周三或有机会，到时再说。
203772190,8003996013,szzs,上证指数,2015-09-22 19:29:39,reply,老师菩萨心肠，为老师的善良点赞！[赞][赞][献花][献花]
648704406,8460351945,szzs,上证指数,2017-06-30 13:40:30,reply,补缺，翻红创新高即背离，收十字差不多，昨晚已示。[微笑]
762155665,8697919503,szzs,上证指数,2018-05-24 11:22:52,reply,实话.70.80.的.茅台.五粮液..我都有..喝之前..问问人家...没人买..就是哥几个高兴挺好！..
403390644,,szzs,上证指数,2016-05-26 14:25:30,content,疯了？一片红吓我一大跳 这机构买单数量吓人啊
423781189,8229911022,szzs,上证指数,2016-06-22 11:51:17,reply,明天又是周四，很少有例外不跌的，横住，小韭菜也不觉得有用。还是空仓好啊。
146951729,7757756857,szzs,上证指数,2015-02-06 18:54:10,reply,[赞]
194421222,7959889873,szzs,上证指数,2015-08-13 15:16:21,reply,每天看着大盘心里不放心的时候就会来默默的看看你们这个贴子，看看你们的看法．所以想说谢谢你们！大原老师，一招半式兄．谢谢和大家分享．不管最终是对是错，最终是赚是赔，都要谢谢！无私分享是一种美德[献花][献花]
212434396,8027251446,szzs,上证指数,2015-11-12 13:34:36,reply,看到楼上评论感觉不妙啊，这么多死多的散户
739444883,8656402732,szzs,上证指数,2018-01-02 08:11:26,reply,这些不重要，关键你要找到这样的股票，跌到净资产满仓持有、捂住喽。
559368281,,szzs,上证指数,2016-10-17 14:28:42,content,11号掉下来了吗 11号掉下来了吗
201556878,7996570726,szzs,上证指数,2015-09-11 14:12:34,reply,[大便]
640004611,,szzs,上证指数,2017-05-10 10:57:18,title,这么样弄社保基金赚得盆满钵满，不再亏空
206744026,,szzs,上证指数,2015-10-16 09:50:57,content,连涨多日，空仓过周日。 连涨多日，空仓过周日。
197253359,7974530368,szzs,上证指数,2015-08-24 12:47:14,reply,[赞]
403878170,8234667534,szzs,上证指数,2016-06-29 23:52:53,reply,为毛这个鸡八浪都数的不一样，我也凑个热闹，5178到3373是大A浪，跃去1800点，3373到41O0是大B浪反弹，4100往下是C浪正在进行时，A浪跃了1800点，C浪杀伤力更大，按跃2000个点计算，4100减掉2000点指数最少要到2100点，大家慢慢等吧。
238818511,,szzs,上证指数,2016-01-05 14:24:59,title,只有拉起东兴证券带动板块做多大盘
184404225,,szzs,上证指数,2015-07-08 13:26:00,content,一会有泡沫，一会儿没泡沫，买到假肥皂了吧 一会有泡沫，一会儿没泡沫，买到假肥皂了吧
706589825,8503331221,szzs,上证指数,2017-09-20 14:42:39,reply,目前，50选择下，中小偏上
210229228,8019751770,szzs,上证指数,2015-11-03 11:32:59,reply,关注600346重组，中日韩区。
752631720,,szzs,上证指数,2018-04-03 09:45:14,content,要脸 要脸
265386860,8149289238,szzs,上证指数,2016-03-04 13:31:13,reply,这帮SB 除了会拉指标股其他没办法
687169564,8479182382,szzs,上证指数,2017-08-03 09:57:03,reply,同意
580784752,8370145678,szzs,上证指数,2016-12-19 18:02:43,reply,行股高手
201168916,,szzs,上证指数,2015-09-09 13:18:25,content,大盘15分钟资金净流出20亿，你懂的 大盘15分钟资金净流出20亿，你懂的
175696248,,szzs,上证指数,2015-06-10 07:19:19,content,A股是否纳入MSCI指数揭晓——暂未纳入！ A股是否纳入MSCI指数揭晓——暂未纳入！
652752178,,szzs,上证指数,2017-06-08 15:23:27,content,上证指数科学吗？忽悠啊 上证指数科学吗？忽悠啊，为什么
191453389,7939435332,szzs,上证指数,2015-07-31 11:13:32,reply,[大便]
142409434,,399001,深证成指,2015-01-19 14:21:09,content,"奇迹啊,中国股市全世界都在看... 奇迹啊,中国股市全世界都在看..."
596315801,8387130630,szzs,上证指数,2017-01-28 17:26:52,reply,一地鸡毛
194184709,7957737873,szzs,上证指数,2015-08-12 12:31:47,reply,3700下到不了了吧？
261556511,8143859805,szzs,上证指数,2016-02-23 18:07:06,reply,[牛]
419612981,,szzs,上证指数,2016-06-15 11:00:21,title,没有大的机会只是拉权重乎优大盘，大跌时不护盘现在假星星的有啥用
493499890,8255479093,399001,深证成指,2016-07-29 13:50:43,reply,是呀，拿着手里的百十万，移民一个小国家，安生的过日子吧
199258243,7984912204,szzs,上证指数,2015-08-31 11:05:48,reply,都跌成一片绿僵尸！你还全天红盘！放你的狗屁！.
265201958,8149080312,szzs,上证指数,2016-03-04 09:34:19,reply,踏空只能怪自己
692093061,8484353281,szzs,上证指数,2017-08-13 15:51:39,reply,国民仗义狗托在7.28号十九元之上推万里石，推之后，无论股友买入后怎样玩都是赔钱的。当此狗推此票额就知道獐蚁狗就是不学无术的领狗粮的托。
197866458,,szzs,上证指数,2015-08-25 14:47:59,content,中国的股市不要跟其他人比，一有风吹草动，就飞流直下三千尺 中国的股市不要跟其他人比，一有风吹草动，就飞流直下三千尺
245412322,,szzs,上证指数,2016-01-25 13:34:39,content,此时不是买入的时机，等春节后逢低再建仓... 此时不是买入的时机，等春节后逢低再建仓...
745451320,,szzs,上证指数,2018-02-06 15:52:16,title,这个冬天真他妈冷
397131385,,szzs,上证指数,2016-05-20 14:14:25,content,我们相约砸盘吧！没有钱，没用女朋友，满满的只有股票！我要开闸放水了 我们相约砸盘吧！没有钱，没用女朋友，满满的只有股票！我要开闸放水了
180448142,7880587676,szzs,上证指数,2015-06-26 11:30:33,reply,嘣！嘣！嘣！
224919219,8098547467,szzs,上证指数,2015-11-24 15:25:56,reply,哈，早说了，近几日，戴着面罩呢，打不着脸，反倒会被我的钛金面罩震得手掌疼！
153694505,,szzs,上证指数,2015-03-23 14:51:26,content,周小川一旦退位，他的地方债置换骗局就会成为债中债的恶性循环债务链？谁能偿还的清？ 此次下跌大盘将形成头肩顶顶部的图形，大盘股将集体形成双头顶部的图形。下跌速度快。
269658478,8156646540,szzs,上证指数,2016-03-16 16:47:27,reply,老师，预判中小创能不能突破向上?
205626733,8009113205,szzs,上证指数,2015-10-09 19:14:54,reply,盘[围观]
441669394,8240461161,szzs,上证指数,2016-07-08 23:40:59,reply,小富婆 我要亏完了 银子今天亏了2个点 金子一个点 借点用用 你好能赚啊
203160975,8001638366,399001,深证成指,2015-09-18 14:17:44,reply,早破早好
418741708,,szzs,上证指数,2016-06-13 14:37:29,content,忽悠式A股市！ 忽悠式A股市！
192951482,,399001,深证成指,2015-08-06 10:16:44,content,他们老鼠药多啦，想要你买啦，买了三步必倒啦！[大笑][大笑][大笑][大笑][大 他们老鼠药多啦，想要你买啦，买了三步必倒啦！[大笑][大笑][大笑][大笑][大笑]
206933288,8012109755,szzs,上证指数,2015-10-17 23:42:46,reply,别走火入魔
611939572,8395543709,szzs,上证指数,2017-02-26 12:15:25,reply,总而言之，三月中旬前若要上3300点，一定会有大的调整，而三月中旬后有可能进入全面调整
739462511,8661667866,szzs,上证指数,2018-01-17 12:52:27,reply,读过...[鼓掌]
183289374,7895295003,399001,深证成指,2015-07-06 11:10:43,reply,追高又套大了
237752648,,szzs,上证指数,2015-12-31 12:17:30,content,下午千股跌停 下午千股跌停
242774041,,szzs,上证指数,2016-01-15 14:36:34,title,反复符底开始，有需要的可以买进超跌，跌停的个股。
190785439,7934962475,szzs,上证指数,2015-07-29 07:26:39,reply,波段之子？或抄袭？
184729798,,szzs,上证指数,2015-07-09 09:03:29,title,好多央企还不出来公告增持，真TM的坏透了
449250657,8244833511,szzs,上证指数,2016-07-15 10:36:58,reply,看看有多少股票底部确立？看空帖子越多，上涨可能越大。如果大盘突破6000点，看多帖子会满天飞。
185948023,7914643215,szzs,上证指数,2015-07-17 12:59:39,reply,多少男子汉 一怒为红颜[傲]
416731556,,szzs,上证指数,2016-06-08 11:26:18,content,鸡狗们整天都在吹牛市来了，可韭菜们信吗[摊手] 鸡狗们整天都在吹牛市来了，可韭菜们信吗[摊手]
186759644,,szzs,上证指数,2015-07-16 11:47:55,title,7.16午盘
634165556,8429121899,szzs,上证指数,2017-04-27 22:05:48,reply,每天尾盘拉一下，诱骗散户妈的
227212490,8111753715,szzs,上证指数,2015-12-13 12:55:00,reply,"楼主是骗子 ,到处招摇撞骗 ! 大家小心!"
183096819,,szzs,上证指数,2015-07-05 07:51:18,title,关掉技术图表，与国家一起对抗入侵者！
645146058,,szzs,上证指数,2017-05-22 09:59:03,content,怎么指数都红了，下跌的也多过涨的呢？[滴汗][滴汗][滴汗] 怎么指数都红了，下跌的也多过涨的呢？[滴汗][滴汗][滴汗]
174018841,7848364873,szzs,上证指数,2015-06-06 05:52:43,reply,国际战略需要，国家的意志，金融经济为政治服务。国经济政策是无数专家学者按国家领导指示制定，不比几个唱空者考虑周全，水平高，学识渊博？
231568599,,szzs,上证指数,2015-12-14 15:10:47,title,光头大阳拿出来了
586686000,,szzs,上证指数,2017-01-10 10:14:38,content,大盘走钢丝 悬啊 搬来小板凳 准备好瓜子饮料 看好戏 就没让人省心的时候
265307420,,szzs,上证指数,2016-03-04 11:26:36,content,好事 好事
203266744,,szzs,上证指数,2015-09-19 08:08:21,content,也说T+0 其实T+0与T+1对散户来说都一样，只是炒法不同，在中国这个制度不健全的股市里，无论什么方式，都是散户被割，改为T+0只是换一种新的操作手法，而县域散户被割的更快更狠而已
659998056,8459850671,szzs,上证指数,2017-06-29 17:09:08,reply,好啦，再见。希望你是因为无聊才生事
142378205,,szzs,上证指数,2015-01-19 13:21:40,title,主板这周会暴力反弹
428021107,,szzs,上证指数,2016-06-27 13:07:30,title,华润有借宝能之手掠夺万科之嫌！！
585921883,8380176191,szzs,上证指数,2017-01-08 23:18:16,reply,支持
640568068,8435338214,szzs,上证指数,2017-05-11 13:49:22,reply,为何大庄抛压破掉黄金律点？为何还不打电话？问责谁呢？股民沒有错！[为什么][为什么][为什么][为什么][为什么][为什么][为什么][为什么][为什么][围观][围观][围观][围观][围观][围观][围观][围观]
639793463,8444993813,szzs,上证指数,2017-06-01 14:16:55,reply,036赔了个盒饭钱出了。
202601645,7999816806,szzs,上证指数,2015-09-16 11:23:19,reply,骂都会骂死去
173229167,,szzs,上证指数,2015-06-03 11:15:09,content,西白风 小散们不要玩了，狼就在屁股后面舔
764546739,,szzs,上证指数,2018-06-05 11:42:50,title,悲哀 涨的都是天上飞的那些还有空壳概念市盈上百上千和亏损套概念 跌的都是低到谷底市盈率十左右还继续长年阴跌不反弹
211421340,8024278519,szzs,上证指数,2015-11-09 08:30:55,reply,如果是利空，他们早在前几天跑了，哪来的“三阳开泰”？稳着点
549024861,8500059725,szzs,上证指数,2017-09-14 12:35:57,reply,[拜神]
230073949,,szzs,上证指数,2015-12-09 13:46:48,content,关闭期指，不要老是说外国月亮更圆！ 关闭期指，不要老是说外国月亮更圆！
618858591,,szzs,上证指数,2017-03-20 10:04:34,title,大盘红个股绿，中国特色
185469006,7906114077,szzs,上证指数,2015-07-11 19:02:34,reply,这是波澜壮阔吗？？用一年时间2千涨到五千，半个月5前跌到3千，是同等级别吗？？而且5178不是市场顶，是打压下来的，创业板那个是指数有可能是市场顶，不信以后你就等着看吧，主板沪指会创历史新高，创业那个4千点估计10年之内是回不去了！！想想当年纳斯达克和道琼斯的运行轨迹吧！！主板不管经济怎么发展人都要衣食住行，传统行业那是一个大国经济的基础，中国的经济转型成功，必须要传统产业升级成功，新兴产业不可能把中国这么大的国家给托起来的，未来的中国能转型成功只是新兴产业为辅，传统产业为主的整个产业都升级完成才算转型成功
208647559,,szzs,上证指数,2015-10-26 16:06:26,content,不是高手，今天股指1点多有主力做空嫌疑，估计这周会有一次洗盘，洗盘后注意进入热点 不是高手，今天股指1点多有主力做空嫌疑，估计这周会有一次洗盘，洗盘后注意进入热点
694111920,8666693385,szzs,上证指数,2018-01-31 04:48:21,reply,[抄底]
386924053,8204522100,szzs,上证指数,2016-05-16 11:07:04,reply,支持楼主
773902466,8715190075,szzs,上证指数,2018-07-20 14:54:37,reply,华茂股票这股好吗[拜神]
709520476,,szzs,上证指数,2017-09-26 13:31:38,title,灰长灰长的维稳
189492051,7925034303,szzs,上证指数,2015-07-23 22:36:54,reply,[赞]
268391236,8153834252,szzs,上证指数,2016-03-11 16:48:00,reply,哈哈，就喜欢了怎么啦不需要理由[大笑][大笑][大笑][大笑][大笑][大笑][大笑][大笑][大笑][大笑]
201977138,,szzs,上证指数,2015-09-14 10:10:56,content,熊市的特征：任何利好都当作利空，任何时候卖出都是正确的。 熊市的特征：任何利好都当作利空，任何时候卖出都是正确的。
230527380,,szzs,上证指数,2015-12-10 14:40:14,title,个个都说主板要扛旗，害死人不轻
555282684,8312930167,szzs,上证指数,2016-09-28 13:56:50,reply,评论@ac李辉：要到了，最好不要追高
198557230,,szzs,上证指数,2015-08-27 12:56:14,content,散户别抛别跑 混改要来了 很大很大的混改 散户别抛别跑 混改要来了 很大很大的混改
644796481,8443899446,szzs,上证指数,2017-05-29 19:09:36,reply,让惦念随时光化在天际， 闲暇时会浮现曾经的这段美丽， 水面依然平静谁知道水下在发生什么！！！！！
617740637,,szzs,上证指数,2017-03-16 09:21:03,title,人家不跌你跌
166711576,7824397023,szzs,上证指数,2015-05-18 15:09:24,reply,正好相反，垃圾板暴跌之日就是庄家有效成功出货之时，肖就立功了，只会升更大的官。
224236884,,szzs,上证指数,2015-11-20 14:41:12,content,一群傻逼，不是拉尾盘就是砸尾盘，我看交易时间是不是要变一变了，4小时不够 一群傻逼，不是拉尾盘就是砸尾盘，我看交易时间是不是要变一变了，4小时不够
729229371,8634250451,szzs,上证指数,2017-11-17 00:04:13,reply,你放心好了，指数不会大跌!千股大跌那倒是很难说[不屑]
182505586,7892293883,szzs,上证指数,2015-07-03 12:19:44,reply,他是忽悠小散们的，
646910634,,szzs,上证指数,2017-05-25 13:13:55,title,这是要上天了。。。
581225281,8375125682,szzs,上证指数,2016-12-28 17:57:33,reply,刘禅之后，死有余辜。
154799108,,szzs,上证指数,2015-03-28 10:55:05,content,K线请教：比如一只股票先涨停第二天缩量十字星，第三天跌停第四天又是缩量十字星。这 K线请教：比如一只股票先涨停第二天缩量十字星，第三天跌停第四天又是缩量十字星。这种情况后面走势怎么研判？
643362294,,szzs,上证指数,2017-05-17 12:55:51,content,今天又发三股 厉害 今天又发三股 厉害
222328316,8085537290,szzs,上证指数,2015-11-17 08:59:11,reply,[献花][赞]
423895715,8230041994,szzs,上证指数,2016-06-22 15:11:57,reply,盘口一进，必定割韭菜。大机构用大数据算好了。
578101634,8365849614,szzs,上证指数,2016-12-12 10:39:54,reply,狗
181025343,7884159589,szzs,上证指数,2015-06-29 11:36:30,reply,大盘已经转入熊市，大家快跑。
766784915,,szzs,上证指数,2018-06-15 10:51:29,content,厉害空头！直接打穿3000点更！ 厉害空头！直接打穿3000点更！
256869769,8140637735,szzs,上证指数,2016-02-16 10:07:48,reply,呵呵，该说的也说了，救一个算一个吧！
381794624,8197279650,szzs,上证指数,2016-05-09 10:08:16,reply,我是一次都没躲过，还都是重仓
756254057,8688021880,szzs,上证指数,2018-04-20 15:04:27,reply,哇，破掉了
779933749,8724111594,szzs,上证指数,2018-08-24 10:07:06,reply,放出保险资金抄底的消息做反弹，成交量上不去，反弹夭折。散了吧
684784786,,szzs,上证指数,2017-07-31 09:30:53,title,倒闭，，，，，，，，，
744315310,8667018072,szzs,上证指数,2018-01-31 16:03:46,reply,用脚投的票
271194925,8156900161,szzs,上证指数,2016-03-16 23:35:03,reply,不是0晨两点才公布的么？
169373743,7832502212,szzs,上证指数,2015-05-24 11:19:52,reply,孟傲丹
558447719,8322475205,szzs,上证指数,2016-10-13 18:11:32,reply,ppp是啥
693661065,8486359906,szzs,上证指数,2017-08-17 18:40:14,reply,赞
582245065,8372711640,szzs,上证指数,2016-12-23 17:14:18,reply,[献花][献花][献花]
685189883,8481762456,szzs,上证指数,2017-08-08 15:05:27,reply,收市点评，价升量增，前进！[大笑][大笑]
327189545,8178014277,szzs,上证指数,2016-04-17 18:46:44,reply,姐我怎么这么幸运那，因为遇见你呀，真心谢谢
198259763,,szzs,上证指数,2015-08-26 15:30:10,content,外国股票怎么买 外国股票怎么买，我决定不玩中国股票了。
534189445,,szzs,上证指数,2016-08-17 11:14:56,title,我看有什么好消息，你们跑得比谁都快，作为投资者应该着眼于未来，图样。。。
656996593,8687350993,szzs,上证指数,2018-04-18 23:19:00,reply,[鼓掌]
181464344,7886115836,szzs,上证指数,2015-06-30 11:32:02,reply,[赞]
190921710,,szzs,上证指数,2015-07-29 13:21:11,content,主力又跑了两百亿 散户又接两百亿 主力又跑了两百亿 散户又接两百亿
272131192,8158676462,szzs,上证指数,2016-03-19 15:52:15,reply,呵呵 呵呵 呵呵呵[滴汗]
244708211,8132342873,szzs,上证指数,2016-01-22 09:56:07,reply,道琼斯指数复制1929年崩盘，筹码抛给庄家！！！
191549665,,szzs,上证指数,2015-07-31 12:07:35,title,还会不会涨啊
779179952,8723311767,szzs,上证指数,2018-08-21 15:44:03,reply,我半年30万亏了24万，目前失业，有我惨？？？
197796475,,szzs,上证指数,2015-08-25 13:18:54,title,成交量缩小不是没人卖了，跌停太多没流动性了，下午看跌2900
732413702,8647848689,szzs,上证指数,2017-12-11 12:00:56,reply,朋友们，标123主力建仓基本完成，是否还有洗盘，还要观察。目前持有标3八成仓位，华天2成仓位。
651504271,8446973366,szzs,上证指数,2017-06-06 04:03:39,reply,亚振家居蔬菜帖，自己看看去吧
734398635,,szzs,上证指数,2017-12-05 10:21:42,content,必跌破3300点 必跌破3300点
617402545,,szzs,上证指数,2017-03-15 10:58:10,title,看看600322天房发展，怎么又红了，看看吧
163201355,,399001,深证成指,2015-05-05 14:53:26,title,原来国家喜欢这样的股市[赞]
255946694,8150318562,szzs,上证指数,2016-03-07 03:24:25,reply,君自天上来 站在秋天的原野 举起时空的利镰 收割金色的阳光
548738980,,szzs,上证指数,2016-09-06 10:01:31,title,开始杀跌
239746684,,szzs,上证指数,2016-01-07 22:25:52,content,明日超跌反弹！建议控制仓位在半仓以内，推荐两只股票，上海能源和山东黄金 明日超跌反弹！建议控制仓位在半仓以内，推荐两只股票，上海能源和山东黄金
198436552,7979376018,szzs,上证指数,2015-08-27 07:17:37,reply,既然死不了 那就相互安慰吧 认赌服输
181873336,7888426084,szzs,上证指数,2015-07-01 16:30:19,reply,支持
201992933,,szzs,上证指数,2015-09-14 10:47:14,content,大跌随时会来临 大跌随时会来临
